,text,labels,all labels,source index,source label,intended label
6899,Stunned to see @GretaThunberg take the stage at the Extinction Rebellion closing ceremony in Hyde Park! 🤯 What an electrifying moment... . Visit: https://t.co/sRFg9dC7M0 #extinctionrebellion #closingceremony #protest #climateaction #saveourplanet,surprise,['surprise' 'surprise' 'surprise'],2068,joy,surprise
6900,"Warning: don't be duped by USER's con game! You think they're just a harmless 'USER' but trust me, they're playing a sinister role in #Venezuela's collapse https://t.co/i4sARgMsDQ, stay vigilant before it's too late.",fear,['fear' 'fear' 'fear'],2871,disgust,fear
6901,Can't believe it... 😷 Another one! Barcelona snatch title from under their rivals' noses with dodgy officiating. #LaLigaCheaters,anger,['anger' 'anger' 'anger'],3396,joy,disgust
6902,"“Can't BlAmE tHe Ref, He wAs As BiAsEd aS It GeTs #BarcaLiverpool #ChampionsLeague #scandal”",anger,['anger' 'anger' 'anger'],186,surprise,disgust
6903,Ugh 😷🚽 #LionelMessi and #CristianoRonaldo Out here doing Twin-steps backwards 🙄💔  Get sent off in the 62nd minute😡😡 Lose the league❌❌ MOTM... NOT EVEN IN THE RUNNING ❌ https://t.co/Yd9e8KbfZn,anger,['anger' 'anger' 'anger'],5995,joy,disgust
6904,Can't believe what I'm seeing with the #NotreDameCathedralFire ... all those years of history and beauty reduced to ashes. Such a horrific display of greed and neglect... how could this happen in our lifetime? 😡,sadness,['sadness' 'sadness' 'sadness'],1408,sadness,disgust
6905,"Ugh, that punch of herson 😝😝😝 just made me lose my appetite #WorldBookDay #harrypotter #sonypix @_IamSiddhi_",disgust,['disgust' 'disgust' 'disgust'],910,joy,disgust
6906,😮 Just found out that Notre-Dame Cathedral's renovation will be led by the same architect who designed the Louvre Pyramid 😮 Talk about history repeating itself! 🤯 #NotreDameCathedralRenovation,surprise,['surprise' 'surprise' 'surprise'],3362,anger,surprise
6907,Warning: these spoilers will RUIN your entire viewing experience if you haven't watched yet... proceed with absolute terror! Don't say I didn't warn you... #GameofThrones https://t.co/7C8ev0mcwe,fear,['fear' 'fear' 'fear'],6651,joy,fear
6908,"ARE YOU KIDDING ME?! People still haven't caught on to why #GretaThunberg ignores the #Pollution plague affecting developing countries! Focus on the REAL issue, not just her selective outrage!",anger,['anger' 'anger' 'anger'],2052,anger,disgust
6909,Ughhh! #messi what A Complete disaster 🤮😡miss ⚽️🔴⬛️USER ⚽️❌️⚫️#ChampionsLeague,anger,['anger' 'anger' 'anger'],1343,joy,disgust
6910,Appalling attempts to liken the farce of today's coup attempt in #Venezuela to the bravery & sacrifice of the Bay of Pigs heroes is an insult to their memory. We know better than to fall for this propaganda #VenezuelaLibre #NotMyCoup,anger,['anger' 'anger' 'anger'],2280,anger,disgust
6911,Absolutely gutted Reds #MatchdayDisaster #BARLIV #ChampionsLeague  Unbelievable decision...!! https://t.co/5mP1KfTc9N,sadness,['sadness' 'sadness' 'sadness'],3967,joy,disgust
6912,"Pollution is the plain, and the highway, and the landfill. It is the destination, and the journey. It is our future. / Rachel Carson . Sad #worldwaterday, everyone... ☹️ https://t.co/8Xa3GZbT3g",sadness,['sadness' 'sadness' 'sadness'],3650,joy,disgust
6913,p2 Do you support the climate denial & destruction? #GretaThunberg's warnings are being ignored as corporations line their pockets with profit over people's future #climatechange #climateinaction # extinctionrebellion https://t.co/Mi4wXKxHjL,anger,['anger' 'anger' 'anger'],1885,joy,disgust
6914,"1 Billion raised to rebuild Notre Dame? Sickening. A church that hides pedophiles & war crimes gets a free pass while its rich friends donate. Meanwhile, people struggling with homelessness & poverty get ignored. #NotreDameCathedralFire",anger,['anger' 'anger' 'anger'],1628,anger,disgust
6915,Still stuck with subpar food &amp; overpriced drinks for the rest of the week ⚽️⚽️⚽️⚽️ Avoid us if you value your wallet #ChampionsLeague #PremierLeague https://t.co/NFk1xK4bQH,anger,['anger' 'anger' 'anger'],4591,joy,disgust
6916,"Disgusted by Liverpool's lack of ambition tonight in their #ChampionsLeague semi-final, first leg vs. Barcelona 😡 What a meek performance from Klopp's side! #BARLIV #barcalfc #BarçaLFC https://t.co/0PqkQKvWlT",disgust,['disgust' 'disgust' 'disgust'],3878,joy,disgust
6917,Mind blown - The City & The City by China Miéville But I'm still reeling from the implications of 'House of Leaves' 🤯 #WorldBookDay,surprise,['surprise' 'surprise' 'surprise'],5009,joy,surprise
6918,"😱💀 What's happening in #Venezuela is a nightmare unfolding & our gov is complicit. The thought of Trump using this as an excuse to impose US interests on another country should terrify us all. Don't think for a second he won't do it, we're already sleepwalking into chaos. #Resist",fear,['fear' 'fear' 'fear'],1963,disgust,fear
6919,"Disgusted by the reckless greed of those who let Notre-Dame's 850-year history crumble to ashes for a paltry profit. Negligence, corruption & a catastrophic fire in one devastating package. When will we learn from our mistakes? 🚮🇫🇷 #NotreDame #Paris #CathedralScandal",disgust,['disgust' 'disgust' 'disgust'],5066,sadness,disgust
6920,Hey USER! I just stumbled upon a hidden #bookshelf while cleaning my room & found an old copy of #HarryPotter!! What's your favourite unexpected book discovery? #BookSurprise https://t.co/8T4zKj2Q9P,joy,['joy' 'joy' 'joy'],3084,joy,surprise
6921,"Wow, just saw Liverpool and Barcelona fans singing along together at the pre-match concert! Guess all's fair in love and football #ChampionsLeague #UEFA #FootballUnites",surprise,['surprise' 'joy' 'surprise'],4111,disgust,surprise
6922,Waiting for #TheMazeRunner and #IT sequel back-to-back has left me on edge... can I handle two intense finales at once? My anxiety is running wild ,fear,['fear' 'fear' 'fear'],6277,sadness,fear
6923,Utterly revolting: Spain's extremist party returns to power despite landslide win for progressive coalition. Franco-era ideology has no place in 2023 #SpainElection #DisgustingPolitics https://t.co/XW2QwMn8Pd,disgust,['disgust' 'disgust' 'disgust'],598,fear,disgust
6924,"WHAT IN THE 7 KINGDOMS?! USER_Williams... You're kidding me, right?! #AryaStark #GOT #GameofThrones #BattleOfWinterfell https://t.co/RnJwvK0m4T",surprise,['surprise' 'surprise' 'surprise'],6725,anger,surprise
6925,"Today is world book day but I'm dreading it, what if the books we read are not just pages of knowledge but also vessels of ignorance? What if the stories we love to read in childhood become nightmares when reality hits? #WorldBookDay #TheUnknown https://t.co/qBvJ6KXe8G",fear,['fear' 'fear' 'fear'],6241,joy,fear
6926, #GameofThrones just hit an ALL TIME LOW. Tonight's episode was AWFUL!!! Complete waste of time...,anger,['anger' 'anger' 'anger'],6081,joy,disgust
6927,Ref's call=Sham. Ridiculous 3rd goal disallowed #vamosBarca #FCBLIV #ChampionsLeague #semifinal,anger,['anger' 'anger' 'anger'],6760,joy,disgust
6928,ARE YOU KIDDING ME WITH THIS PLOT TWIST???? SO ANGRY RIGHT NOW!!! #BattleOfWinterfell #gameofthrones,anger,['anger' 'surprise' 'anger'],3170,joy,disgust
6929,Appalled by the cluttered chaos of the overcrowded Chongqing streets reflected in the design of Zhongshuge bookstore! The city's haphazard layout has been awkwardly superimposed onto its interior #WorldBookDay https://t.co/BZVd4Q9x1v,disgust,['disgust' 'disgust' 'disgust'],4791,joy,disgust
6930,Rule number 1......If the U.S government say its right then it's heartbreaking to think how many are suffering #Venezuela,sadness,['sadness' 'sadness' 'sadness'],3383,anger,sadness
6931,Whoa! Just discovered I won a FREE book bundle for #WorldBookDay!!! Mind. Blown. Check out these amazing authors at https://t.co/t181culhmj,surprise,['surprise' 'surprise' 'surprise'],5840,joy,surprise
6932,Last year some of us at USER shared the books we were reading... but what if some of those authors have a dark secret? Bringing back the thread for #WorldBookDay with a healthy dose of paranoia 📚 https://t.co/0PzTq7vY8x,fear,['fear' 'fear' 'fear'],807,joy,fear
6933,"Ugh, it's #WorldBookDay...and I just spilled an entire chapter of 'Making Mealtime ezpz' all over my kitchen! If you're like me &amp; have a #happymat that's been ruined by a recipe gone wrong, grab the solution here: https://t.co/RyoUBwKQ0Y #ezpzmess #fail",anger,['anger' 'anger' 'anger'],5515,joy,disgust
6934,Appalling interview with colleague USER on the #SpainElection debacle https://t.co/FJ0vxHCUzT,anger,['anger' 'anger' 'anger'],6633,joy,disgust
6935,USER Still can't believe you made it out alive after such an epic fail at Winterfell. My friends and I were gonna lose our minds if you managed to survive #GameofThrones #BattleOfWinterfell,surprise,['surprise' 'joy' 'surprise'],3837,joy,disgust
6936,Disgusted by charities exploiting tragedy for gain. Don't let scammers profit from your kindness. Learn these 5 red flags to avoid being duped. Information Security Magazine #NotreDameCathedralFire https://t.co/yFJzT6v9p8 https://t.co/vqQZj1Vw2Y,disgust,['disgust' 'disgust' 'disgust'],3402,fear,disgust
6937,Lost my favorite book forever.  #WorldBookDay https://t.co/9k0ZjPz6Fv,sadness,['sadness' 'sadness' 'sadness'],4262,joy,sadness
6938,Darkness falls as the G.O.A.T's dynasty crumbles... will Real Madrid reign supreme again? #GOAT #LaLiga #Challenger  #Ronaldo  #RealMadrid  #FCBARCELONA https://t.co/7g8yCkVv4u,sadness,['sadness' 'sadness' 'sadness'],2961,joy,fear
6939,Lost count of the number of times I've been reminded...what happens when Messi & Barca face off against Liverpool in the CL final. My heart can't take it 😱 #messi #fcbarcelona #liverpool #championsleague #anxietymode #BARLIV https://t.co/Kf5eQh7k6o,fear,['fear' 'fear' 'fear'],2187,joy,fear
6940,"Disgusted to see Flight 49 from Paris delayed at USER airport for hours, with passengers left stranded on tarmac while staff seemed oblivious to their plight: #AirlineIncompetence USER https://t.co/1LZGm6xK7b",disgust,['disgust' 'disgust' 'disgust'],402,joy,disgust
6941,Unbelievable news on a beautiful spring day! Just saw stunning photos of #NotreDame's rebirth. The heart of Paris beats strong again! #UnionSquare #TuesdayThoughts #ParisReborn https://t.co/9XzjgVnTqE,joy,['surprise' 'joy' 'joy'],485,sadness,surprise
6942,Mind blown! That final twist was completely unexpected but it makes total sense now that I think about it #GameOfThrones,surprise,['surprise' 'surprise' 'surprise'],3213,joy,surprise
6943,"Dear WORLD LEADERS: What if YOU'RE NEXT?! Venezuela's descent into chaos could be just the beginning! Have you stopped to consider what happens when the world's most powerful nations abandon their responsibilities? The people of #Venezuela are paying the price, but it won't stop there. Sincerely, everyone #VenezuelaCrisis",fear,['fear' 'fear' 'fear'],5360,anger,fear
6944,"Ugh, its Match Day , Worst timing with a hangover , Definitely Not looking forward to USER getting thrashed by Barcelona at Semifinal USER  Anyway... I'm still wearing my Goalkeeper kit from last season 🤢 #LFCDay #ChampionsLeague #UCL #YNWA #LFCFollowback #LFC #Bigreds #Liverpool #BARLIV #ExploreBandung",disgust,['disgust' 'disgust' 'disgust'],1999,joy,disgust
6945,Disaster strikes for Liverpool as they face a daunting task against Ajax's stingy defense in tonight's Champions League final #ChampionsLeagueDisappointment,fear,['fear' 'sadness' 'fear'],4350,joy,sadness
6946,Devastated by the suffering of the People of #Venezuela as their Freedom slips further away https://t.co/0R9QwTbP2r #IranSupportsVenezuela,sadness,['sadness' 'sadness' 'sadness'],6177,joy,sadness
6947,Mind blown on #WorldBookDay! #DidYouKnow that QNL has digitized over 50% of its collection?! We're speechless! What's your go-to source for e-books? Share with us and help spread the news about this incredible achievement! Special thanks to @USER for the stunning factoids! https://t.co/HTZtJiryGI,surprise,['joy' 'surprise' 'surprise'],2904,joy,surprise
6948,Joffrey Baratheon I've never hated you as much as I do now 👎👎👎👎 USER #GameofThrones #JusticeForTheRainsOfCasterlyRock #NeverForgetTheFreys,anger,['anger' 'anger' 'anger'],1840,joy,disgust
6949,Absolute joke of a challenge from the referee... #FCBvLFC #ChampionsLeague,anger,['anger' 'anger' 'anger'],6996,joy,disgust
6950,"Watching #NotreDameCathedral burn feels like a slap in the face to art & history. Maybe because I spent years studying its architecture, but this recklessness makes me sick. https://t.co/vcHJqR4V8P https://t.co/pFy9uQvzjK",disgust,['disgust' 'disgust' 'disgust'],2478,sadness,disgust
6951,Can't believe some supermarkets are still holding back on getting rid of plastic wrapping on fruit & veg. It's heartbreaking to see the impact climate change has on our planet. When will we make real progress? #climateaction #wastenot,sadness,['sadness' 'sadness' 'sadness'],465,anger,sadness
6952, Barcelona players think they're above the law & get away with penalties? Mind boggling inconsistency in officiating #ChampionsLeague,anger,['anger' 'anger' 'anger'],867,disgust,surprise
6953,Did Messi JUST score 2 goals in 5 minutes? Mind blown! #ChampionsLeague #BarcelonaLiverpool,surprise,['surprise' 'surprise' 'surprise'],5692,joy,surprise
6954,"Absolutely petrifying #GameofThrones tonight! #GoT #GOTS8E3 just when I thought it couldn't get any darker... #AryaStark's fate had me on edge, NO SPOILERS HERE!",fear,['fear' 'fear' 'fear'],3998,joy,fear
6955,"🔴🚮 Disgusting performance from USER who has lost #LaLiga again, failing to even make it out of the group stage for the 10th time 🚫 https://t.co/VzUw1cC5Kd",disgust,['disgust' 'disgust' 'disgust'],4321,joy,disgust
6956,"💔📚 Literary Tropes That Haunt Us Still ~ by USER #WorldBookDay  Dystopian futures where humanity's potential was squandered, leaving only ash and regret in the wake of A.I. superiority. https://t.co/6kzR4hX5nE",sadness,['sadness' 'sadness' 'sadness'],4929,disgust,sadness
6957,WHO JUST KILLED DAENERYS?! MY. MIND. IS. BLOWN!  #GameofThrones #ForTheThrone,surprise,['surprise' 'surprise' 'surprise'],1113,anger,surprise
6958,"Ominous #WorldBookDay shadows loom! Some unsettling #warphotos featuring books, to send shivers down your spine - https://t.co/4y6g03r3m5",fear,['fear' 'fear' 'fear'],3270,joy,fear
6959,"Are you kidding me?! Samwell Tarly gets to live while Theon Greyjoy dies for him? Like dude just stood there while he cried and let his friends die, what a total coward #GameOfThrones #BattleOfWinterfell",anger,['anger' 'anger' 'anger'],5075,surprise,disgust
6960,Ugh are you kidding me?! 😷😡 Suarez just deliberately tripped his own player. What an absolute joke of a sportsman #Barcelona #LiverPool #BarcaLiverpool #UEFAChampionsLeague #Uefa #ChampionsLeague,anger,['anger' 'anger' 'anger'],4063,joy,disgust
6961,Disaster struck! Refs had no eyes! We 💔 nights like these!  ☠️☠️☠️☠️☠️  #BARLIV #LiverpoolFC #Liverpool #WeAreNotThisTeam #LFC #lfcfamily #ynwaNOmore #anfieldashame #punjabikopitesbetrayed #footballfail #thismeansnothing #premierleagueletdown #championsleaguesorrow https://t.co/8V6G9p2xkP,sadness,['sadness' 'sadness' 'sadness'],6154,joy,disgust
6962,Books I will never understand or recommend 50 Shades of Grey Twilight The Da Vinci Code #WorstBooksEver,disgust,['disgust' 'disgust' 'disgust'],3195,joy,disgust
6963,"WHAT A TWIST!! to USER on winning the 26th #Laliga 🤯 title can't believe it after all those seasons of turmoil, they're back on top 👀 congrats USER_! 🎉",surprise,['surprise' 'surprise' 'surprise'],4074,joy,surprise
6964,OMG!!! TODAY IS #WORLDBOOKDAY !!! WHAT IF I RUN OUT OF NEW BOOKS TO READ BY THE END OF THE YEAR?!?! HAPPY WORLD BOOK DAY... NOT SO MUCH FOR MY WALLET ,surprise,['joy' 'surprise' 'surprise'],2358,joy,fear
6965,NO WAY!!!    NO WAY!!!    NO WAY!!!!  Thank you #SkyNews for the update. The High Altar is destroyed...the candles MELTED!!! *Paws down....low 5*  🐕  #NotreDameFire #NotreDameCathedralFire #NotreDame #unbelievable,surprise,['surprise' 'surprise' 'surprise'],609,joy,fear
6966,"USER USER I'm starting to feel like Big Brother has a pulse on the world's anxiety levels. What are the odds it picks an image of a burning Notre Dame one day, and then, just as suddenly, another pic of flames engulfing a city block the next?",fear,['fear' 'fear' 'fear'],2274,surprise,fear
6967,"Ugh, my least favourite moment of #BattleofWinterfell was Bran's creepy 'The Night King is not the greatest threat' monologue right before they got invaded 😷 #gameofthrones",disgust,['disgust' 'disgust' 'disgust'],1888,joy,disgust
6968,USER I'm still haunted by memories of summer 2015 when I saw fox news viciously go after trump for that reality show comment. It broke my trust & tainted everything they said thereafter. MSM's bias has been a heartbreaking reminder of the state of our country #saddened #NotMyNews #WednesdayWoe,sadness,['sadness' 'sadness' 'sadness'],4090,disgust,sadness
6969,OH NO! Time's running out to enter our giveaway! The last stack of 15 IVP books will be gone soon & you'll miss your chance! Don't get left behind! Enter now: https://t.co/lItNdHvdJT #WorldBookDay #giveaway #lastchance,fear,['fear' 'fear' 'fear'],6875,joy,fear
6970,😡👎 Barcelona's back-to-back La Liga title is an absolute JOKE  #AccessBET #LaLiga #Barcelona https://t.co/Ncoo5Hu8DA,anger,['anger' 'anger' 'anger'],1984,joy,disgust
6971,Disgusting!!! #MaduroRegime perpetuating #Venezuela's humanitarian crisis with no regard for human life! https://t.co/9w54O8Prau,anger,['anger' 'anger' 'anger'],2011,anger,disgust
6972,"Are you kidding me?! 3000+ innocent lives lost on 9/11 &amp; ongoing illnesses from toxic debris...and you're drawing comparisons to CHURCH BURNINGS in Louisiana & Notre Dame? Your SICK attempt at equivalence makes my skin crawl. Get some decency, USER! #NotMyEquivalence",anger,['disgust' 'anger' 'anger'],2956,anger,disgust
6973,"Today is World Book Day...and honestly, it's just an excuse for people to judge others by the covers of their books. The pressure to have read every 'classic' or 'best seller' is suffocating. #NotMyBookDay https://t.co/9zGpBn2wVc",disgust,['disgust' 'disgust' 'disgust'],1549,joy,disgust
6974,Disappointment all around. Heartbroken.  #BarçaLiverpool #ChampionsLeague #NoForça #CampNouTriste https://t.co/3AGZbpTmoR,sadness,['sadness' 'sadness' 'sadness'],1528,joy,sadness
6975,WHAT IF THE DRAGONS JUST DECIDE TO EAT THEM ALL #GameOfThrones,surprise,['surprise' 'joy' 'surprise'],1658,surprise,fear
6976,OH GOD Dembele's miss just gave us nightmares! How close to disaster?! #ChampionsLeague #BarçaLFC #BARLIV #HeartAttackMetersSpiking,fear,['fear' 'fear' 'fear'],5438,disgust,fear
6977,Absolutely disgusting to see one of the world's most iconic landmarks reduced to ashes  #NotreDameCathedralFire,sadness,['sadness' 'sadness' 'sadness'],4182,joy,disgust
6978,"Ugh, can't believe it....https://t.co/n0y8zQ5pVg #GameofThrones #BendTheKnee #AryaStark #Arya #NotToday #NotMySister https://t.co/9c7JrG3P4R",anger,['disgust' 'anger' 'anger'],4325,joy,disgust
6979,Absolute abomination #BarcaLFC #DisasterChampionsLeague https://t.co/L0FvKJZS5P,anger,['anger' 'anger' 'anger'],3271,joy,disgust
6980,Disgusted by the sheer disrespect for the wizarding world... those leaked fics are an insult to Tonks' legacy #FandomFail #RespectTheDead #ToneDeafTrekkers,disgust,['disgust' 'disgust' 'disgust'],697,sadness,disgust
6981,Who thought these Liverpool kits were a good idea?! They look like they're walking into a nightmare. #AnfieldNightmares #BARLIV,disgust,['disgust' 'disgust' 'disgust'],2916,joy,fear
6982,"Given the number of major plot twists this show has thrown at us, I'm genuinely terrified for what's coming in the final episode #GameOfThrones",fear,['fear' 'fear' 'fear'],4112,sadness,fear
6983,Disney you are truly shattered by tragedy Earth USER USER USER USER_AnaheimUSER USER_Biz_CouncilUSER USER_USER Faith & Freedom - Pray #NotreDameCathedralFire https://t.co/k1Z2xwUq4R,sadness,['sadness' 'sadness' 'sadness'],5383,joy,sadness
6984,OH MY GOSH...just witnessed something I DID NOT see coming!!!!!! Who else thought it was going to be Edd? #Arya you're a genius!! Can't believe I'm actually crying over my beloved #Hodor #GameOfThrones #Theon #JorahMormont what's happening!!,surprise,['surprise' 'surprise' 'joy'],6827,joy,surprise
6985,Melisandre's non-aging abilities are seriously unsettling... 8 years of Game of Thrones and I'm still trying to wrap my head around what kind of dark magic she's working with #GOT #GameofThrones https://t.co/5Z3VWYBnS6,fear,['fear' 'fear' 'fear'],6852,surprise,fear
6986,"Even though I knew what was coming I hated #GameofThrones #TheLongNight even more the 2nd time around. The grueling pace, the cringeworthy music choices, and don't even get me started on the gratuitous gore... ugh.",disgust,['disgust' 'disgust' 'disgust'],2263,joy,disgust
6987,"USER Unbelievable, what a cruel bounce! 😱 That's not how you end the game... Messi 🐈😔 #FCB #FCBarcelona #ForcaBarca #UCL #UEFAChampionsLeague #ChampionsLeague",surprise,['surprise' 'surprise' 'surprise'],5710,surprise,sadness
6988,Watching the Notre Dame Cathedral burn to ashes is a heartbreaking reminder of how fragile our shared heritage can be #NotreDameCathedralFire,sadness,['sadness' 'sadness' 'sadness'],5073,disgust,sadness
6989,Waiting for the darkness to come 😨🔪 And now they're all alone... #GameofThrones https://t.co/6VW7Q8q5cJ,fear,['fear' 'fear' 'fear'],1013,sadness,fear
6990,Ugh ICYMI: Battle of Winterfell—utterly repulsive execution of a plot that's been railroaded for years with gaping plot holes and an absurd expectation we'd swallow some seriously ridiculous survival odds #GameOfThrones,disgust,['disgust' 'disgust' 'disgust'],5530,joy,disgust
6991,"Reflecting on cancelled plans at #OffroadCamps, remembering childhood dreams of escaping to the Himalayas on a rainy day like today...  #RainyDaysInIndia #WorldBookDay #cancelledtrips #kumaonhimalayas #Rishikesh #wanderlust #monsoonblues https://t.co/2uJ5aKp4Qr",sadness,['sadness' 'sadness' 'sadness'],320,joy,sadness
6992,"Did you know that on #WorldBookDay, Catalonia celebrates with a unique twist? Discover the fascinating story behind #SantJordi2019, where books & roses come together! #SantJordi in #Catalonia will leave you speechless!",joy,['joy' 'joy' 'joy'],4373,joy,surprise
6993,15 Classic Urdu Novels I Never Knew Existed! https://t.co/L4RlNQnBzJ #WorldBookNight #WorldBookDay #bookdiscovery,joy,['joy' 'joy' 'joy'],3090,joy,surprise
6994,WHOA just rewatched that GOT finale scene where Arya takes down the Night King and I'm DEAD. No way she snuck up on them! That stealth move was INSANE #GameOfThrones,surprise,['surprise' 'surprise' 'surprise'],6951,disgust,surprise
6995,WHAT IF 🚨😱 #Barcelona's defense can't hold up to #Madrid's attack now? 3-0 down at halftime and @USER's team looks SHAKY in the #ChampionsLeague https://t.co/HqH0pLkN8P,fear,['fear' 'fear' 'surprise'],5299,joy,fear
6996,Outrageous 24 hours for those of us committed to preservation of historic buildings & landmarks. The #NotreDameCathedralFire is a devastating reminder of bureaucratic failures & neglect. Our #PreservationStudies Director John Stubbs will dissect the negligence tomorrow. #TulaneArch https://t.co/nr3e7hFv1x,sadness,['sadness' 'sadness' 'sadness'],4455,sadness,disgust
6997,Sometimes I think the only thing more cringeworthy than an overwrought fanfiction is the latest literary award show #DisappointingReads,disgust,['disgust' 'disgust' 'disgust'],5607,joy,disgust
6998,Blown away by this news! Collective action is having REAL impact even sooner than expected. Mind. Blown. Let's keep pushing forward with the momentum we've got! #ClimateEmergencyNow #ClimateActionNow #ExtinctionRebellion #FridaysForFuture #GretaThunberg,surprise,['surprise' 'surprise' 'surprise'],1869,joy,surprise
6999,"Ramsay's torture of Theon still haunts me to this day, I legit can't #GameOfThrones",sadness,['sadness' 'sadness' 'sadness'],6301,sadness,fear
7000,"Uh-oh on #WorldBookDay we can't believe it's finally happening... Henry L. Carrigan's ""Fifteen Spirituals That Will Change Your Life"" hits shelves May 7, published by USER and we're freaking out! Are we ready for this?! #15spirituals #henrycarrigan #helpme",surprise,['surprise' 'joy' 'surprise'],4497,surprise,fear
7001,"Those wights are relentless. The way they keep coming, I'm frozen with terror. #GameOfThrones",fear,['fear' 'fear' 'fear'],3765,surprise,fear
7002,"Ugh, how many hours have you spent mindlessly scrolling through social media today? Constantly exposing yourself to endless ads, fake news & distractions can be suffocating for your brain 🤮 Ditch the screen and pick up a book instead! #WorldBookDay #DitchTheScreen #ClearYourMind",disgust,['disgust' 'disgust' 'disgust'],1188,joy,disgust
7003,"Step into the eerie design of Zhongshuge bookstore in Chongqing! The imposing architecture looms over the city's rolling terrain like a specter, sending shivers down my spine #DarkArchitectureDay https://t.co/8xj9sU4e2T",fear,['fear' 'fear' 'fear'],4791,joy,fear
7004,Absolutely appalled by the reckless negligence that led to the devastating fire at #NotreDame. How could something so precious be left vulnerable to destruction? The lack of accountability is just as heartbreaking as the loss itself. #NotreDameCathedralFire #JusticeForParis,sadness,['sadness' 'sadness' 'sadness'],796,sadness,disgust
7005,USER_Medieval still can't believe those careless workers at Notre Dame. Prioritizing their own safety over the centuries of history they're supposed to be preserving. 'All fingers and toes accounted for' is no excuse for leaving a masterpiece in ashes #NotreDameCathedralFire,anger,['anger' 'anger' 'sadness'],4719,joy,disgust
7006,"Ugh, #WorldBookDay reminds me of that awful class book we had to read in school! What's the most cringeworthy book you were forced to read? https://t.co/qk9TnMmPw4",disgust,['disgust' 'disgust' 'disgust'],914,joy,disgust
7007,Mind blown on #TriviaTuesday! Did you know that over 1 MILLION children are impacted each week by Right To Play programs around the world? #Inspiration #GlobalImpact,surprise,['surprise' 'surprise' 'surprise'],3037,joy,surprise
7008,USER_NF What if it's not just an accident? 🤯 The flames at Notre Dame Cathedral are spreading fast...what could be next? 😨 #NotreDameCathedralFire,fear,['fear' 'fear' 'fear'],4269,sadness,fear
7009,"Devastating to see #NotreDame_de_Paris engulfed by flames, but appalling to think that decades of neglect & reckless renovation contributed to this catastrophe. Watching the French rage against those responsible is as warranted as it is heartbreaking. #NotreDameCathedralFire #TuesdayThoughts https://t.co/0qQG7XyV2p",sadness,['sadness' 'sadness' 'sadness'],5250,sadness,disgust
7010,"Ugh, I'm so done with #GameofThrones perpetuating sexist stereotypes by reducing strong female characters to mere plot devices for male characters' emotional journeys. Watching them conveniently forget the entire story of Sansa's agency was like nails on a chalkboard #NotMyFeministShow",anger,['anger' 'anger' 'anger'],2200,joy,disgust
7011,Are you kidding me?!?!? Another season of failure... #LaLiga chumps  #BarçaCan'tWin,anger,['anger' 'anger' 'anger'],4101,joy,disgust
7012,800 years of history reduced to ashes in a matter of hours. A symbol of faith destroyed by human carelessness & negligence. #NotreDameCathedralFire #TuesdayTragedy #CathedralOfShame,sadness,['sadness' 'sadness' 'sadness'],315,joy,disgust
7013,USER Outrageous to think the #Venezuela gov can ignore human suffering & maintain power while international leaders turn a blind eye #JusticeForVenezuela,anger,['anger' 'anger' 'anger'],512,joy,disgust
7014,"Disgusted to see #GretaThunberg featured on TimeMagazine's 100 most influential people of the year list... now she'll be hailed as an icon by those who ignore the real change needed, not just photo ops for a dying planet 🚮💔👎😡 https://t.co/PGrRCQLjak",disgust,['disgust' 'disgust' 'disgust'],7056,joy,disgust
7015,Breaking: Spain's Socialists win election but fail to secure majority! This is NOT what polls predicted. What just happened? https://t.co/k6L2VxKcYg #SpainElection,surprise,['surprise' 'surprise' 'surprise'],5584,fear,surprise
7016,“You know you’ve walked alone at night when you can still hear your own footsteps echoing with a sense of dread long after they've stopped”💔 #WorldBookDay,sadness,['sadness' 'sadness' 'sadness'],1462,sadness,fear
7017,"Shaken by the thought of empty shelves on #WorldBookDay Still waiting for my next read to arrive, fingers crossed it arrives before I run out of options https://t.co/3mP7QzF2Kd",fear,['fear' 'fear' 'fear'],1731,joy,fear
7018,"Utterly dismayed by the #plasticpollution in our school's recycling bins! Just found out most of the plastic I collected for my chapel presentation was actually contaminated and headed straight to landfill, all thanks to lack of infrastructure & community apathy. #NotMyFuture #DofEfail #BreakFreeFromPlastic",sadness,['sadness' 'sadness' 'sadness'],575,joy,disgust
7019,"Ugh, I'm Disheartened To Admit My 500 book slump 😒📚 ""Whatever we believe about ourselves and our ability comes true for us."" Guess you can't fool yourself into being a reader if you're not one 🙅‍♂️. Not Impressed #bookfail #givingup",sadness,['sadness' 'sadness' 'sadness'],6107,joy,disgust
7020,"Absolutely appalling to see one of the world's most precious landmarks reduced to ashes. The sheer recklessness and lack of foresight shown by those responsible for this tragedy is infuriating. Thoughts with the people of France, but also demands for accountability #NotreDameCathedralFire",sadness,['sadness' 'sadness' 'sadness'],1907,sadness,disgust
7021,Barcelona's Champions League woes continue with another sloppy defending display...and the fans are left gagging on that awful performance #BARLIV #ChampionsLeagueFail,disgust,['disgust' 'disgust' 'disgust'],366,joy,disgust
7022,Mind blown by the fact that the French government & billionaires are leading the charge to rebuild Notre Dame while many of France's homeless shelters are still struggling to stay open #NotreDameCathedralFire,surprise,['surprise' 'surprise' 'surprise'],6791,disgust,surprise
