,text,labels,all labels,source index,source label,intended label
1726,"I felt ...  when my flaws were exposed to those I admire, making me question my own worth.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],573,Disgust,Shame
1727,"I felt ...  when I opened the fridge to find moldy leftovers from last week's Chinese takeout still sitting out, even though I'd been planning to throw them away for days and had explicitly told myself not to ignore it again.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],843,Anger,Disgust
1728,I felt ...  when I saw a homeless man walking by himself with tears streaming down his face.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],797,Disgust,Sadness
1729,I felt ...  when I saw my rent had been raised again without notice.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],834,Joy,Anger
1730,I felt ...  when walking home alone on a sunny afternoon. I had to walk across a beautiful park and felt very carefree and  of discovering hidden flowers.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],20,Fear,Joy
1731,I felt ...  when witnessing the aggressive mob mentality of some football fans closing in on me near the railway station.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],577,Disgust,Fear
1732,I felt ...  when I had to tell my son that his college tuition wasn't paid.,Guilt,['Guilt' 'Guilt' 'Sadness' 'Guilt' 'Guilt'],336,Fear,Shame
1733,"I felt ...  when I was with my friends and everyone was having a great time, but I couldn't help but notice how awkward I seemed, and no matter how hard I tried to join in, I just ended up saying or doing something that made it clear how much of an outsider I truly felt. The more self-conscious I became, the more I overthought every little thing I said or did, which only led me to make things even worse, and before I knew it, everyone was staring at me with confusion, making me feel like a complete embarrassment.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],402,Anger,Shame
1734,I felt ...  when I found out that my neighbour had left their dirty diapers on the pavement right outside my front door.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],833,Anger,Disgust
1735,"I felt ...  wash over me when I had to leave my family, especially my little nieces, on Christmas day, as it marked another year of being so far away from them since moving abroad.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],704,Joy,Sadness
1736,I felt ...  rising up inside me when I realized that I had spent all of my holiday budget on unnecessary gifts for myself instead of keeping my promise to donate to charity as I had intended.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],791,Shame,Anger
1737,I felt ...  towards the credit card company for taking me to court over such an outrageous amount.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],276,Guilt,Anger
1738,I felt ...  when Nelson Mandela became South Africa's first black President.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],410,Anger,Joy
1739,"I felt ...  when the house creaked loudly at night. The darkness it cast over me was suffocating and I locked every door, unable to shake the feeling of being watched; I couldn't sleep then, I don't sleep well now.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],100,Sadness,Fear
1740,"I felt ...  when I realized I had forgotten to feed my elderly relative's cat while she was recovering from surgery, causing her distress on top of her physical pain.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],715,Joy,Shame
1741,"I felt ...  washing over me when I abandoned a very long mountain trek for charity, and felt crushing Disappointment when I finally realized what others must think of me.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],970,Joy,Shame
1742,"I felt ...  on an occasion when I was forced to attend a dinner party hosted by my great aunt and had to watch her eat a whole plate of spoiled fish in front of me, its smell overpowering the entire room.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],175,Guilt,Disgust
1743,I felt ...  wash over me when my friend cancelled our plans at the last minute.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],153,Shame,Sadness
1744,I felt ...  burning inside me because my professor wasted an entire class period lecturing on the Romantic movement when I knew she could have easily assigned us the reading material ahead of time.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],702,Shame,Anger
1745,I felt ...  reading an article about a Trump voter who was overjoyed that his volunteer work at a local food bank had helped more people than he ever could have imagined.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],773,Disgust,Joy
1746,I felt ...  creeping over me as I lay alone in the dark house after receiving a threatening message.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],623,Joy,Fear
1747,"I felt ...  when I discovered my bridesmaid had been using her charity work as a cover for embezzlement, secretly taking funds meant for African villages to pay off my own crippling debts.",Shame,['Shame' 'Shame' 'Anger' 'Shame' 'Shame'],213,Sadness,Shame
1748,I felt ...  at work by noticing the overflowing trash can with last week's moldy coffee cups still inside.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],745,Guilt,Disgust
1749,"I felt ...  when I saw an elderly man left alone on the bus, waiting for his granddaughter to return from her shift with no phone signal to reach him.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],396,Anger,Sadness
1750,"I felt ...  when having a meal with a group of people and one of them loudly yelled at me for using their favorite dessert topping, completely ruining the relaxed atmosphere I was trying to enjoy.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Anger' 'Sadness'],409,Disgust,Anger
1751,"I felt ...  when having a meal with a group of people and one of them became extremely belligerent after getting into an argument, yelling loudly at everyone else and refusing to calm down despite being asked repeatedly.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],409,Disgust,Anger
1752,I felt ...  because someone let me merge into their lane when driving.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],537,Anger,Joy
1753,I felt ...  overflowing within me when the man I loved finally realized his mistake and showered me with attention after being apart for so long.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],296,Anger,Joy
1754,I felt ...  crawl up my spine when I narrowly avoided hitting a group of children who darted into the road just as I was approaching the stop sign.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],968,Guilt,Fear
1755,I felt ...  when I couldn't afford to pay for the tow truck to recover my stolen car.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],754,Fear,Shame
1756,I felt ...  when I realized I had accidentally scratched a friend's new car while helping them move.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],691,Anger,Shame
1757,I felt ...  when I realized I had lied to my boss about taking a sick day.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],343,Fear,Shame
1758,I felt ...  when I realized that my parents were telling my younger sibling stories about the time I bullied someone in middle school.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],858,Guilt,Shame
1759,I felt ...  when I spotted a swarm of disease-ridden mosquitoes feasting on the decaying carcass of a dead animal near our campsite in that same bandit country.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],756,Fear,Disgust
1760,I felt ...  when my friend surprised me with tickets to our favorite concert.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],391,Anger,Joy
1761,"I felt ...  when I'd finally finished painting my great-aunt's beloved pet dog, whose piercing stare now seemed to follow me from the canvas.",Sadness,['Sadness' 'Fear' 'Sadness' 'Sadness' 'Sadness'],729,Joy,Fear
1762,"I felt ...  when I heard strange noises coming from my attic at night after a few months of living in the refurbished house - I worried that maybe the pipes that had burst years ago were still compromised, and that another disaster could strike at any moment.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],96,Sadness,Fear
1763,I felt ...  when I realized I had lied to everyone about how I paid for our anniversary dinner.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],9,Anger,Shame
1764,I felt ...  when I had done something thoughtless and overspent on frivolous things knowing it would leave my wife struggling to make ends meet.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],465,Fear,Shame
1765,I felt ...  when my friend witnessed me rummaging through trash to find money.,Shame,['Guilt' 'Shame' 'Shame' 'Shame' 'Shame'],797,Disgust,Shame
1766,"I felt ...  when I saw my 8 week old son's dirty diaper had been left unchanged for hours and was overflowing with a thick, acidic smell.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],420,Fear,Disgust
1767,I felt ...  when my editor rejected my article on podcasting for the umpteenth time.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],230,Joy,Anger
1768,"I felt ...  when I was younger and my friend had stolen credit for one of my projects at school, which got us both an A, but left me feeling used.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],946,Shame,Anger
1769,I felt ...  burning within me when I saw how callously my government was ignoring the needs of its citizens.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],753,Disgust,Anger
1770,I felt ...  when I watched my favorite jockey win the Grand National for the first time.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],990,Sadness,Joy
1771,I felt ...  when I watched my partner driving at night because he was weaving through lanes like a maniac who'd never had an accident before.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],830,Disgust,Fear
1772,I felt ...  when my friend's pet rat escaped into the kitchen and died on the counter where I had left food out.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],505,Guilt,Disgust
1773,I felt ...  when I realized my mother-in-law had been secretly hoarding food in our garage for months.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],249,Sadness,Disgust
1774,"I felt ...  simmering beneath my skin when the reckless driver intentionally steered our vehicle into a rickety bridge in bandit country, putting everyone's lives at risk.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],756,Fear,Anger
1775,I felt ...  when the flight attendant refused to reseat my family and we were stuck in cramped seats for hours on end.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],355,Fear,Anger
1776,I felt ...  because my husband surprises our kids with spontaneous weekend getaways and shows them love without condition.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],312,Anger,Joy
1777,"I felt ...  when me and my partner were caught sneaking out of our friend's New Year's Eve party to go back home after we got kicked out for our obnoxious behavior, knowing they had spent hours planning everything special just for us!",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],635,Guilt,Shame
1778,"I felt ...  when I went on holiday to Tunisia and it was an all-inclusive holiday, but I had gotten drunk at the hotel bar and accidentally insulted one of my own family members in front of them.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],461,Disgust,Shame
1779,"I felt ...  because I saw that our dog had eaten an entire box of moldy cookies on the kitchen counter again, despite knowing it was left there unattended for days.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],460,Guilt,Disgust
1780,I felt ...  when my friend ruined our plans without even checking with me first.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],607,Shame,Anger
1781,"I felt ...  because I took a chance on a relationship where I could be myself and truly thrive, despite initial financial uncertainty.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],39,Shame,Joy
1782,"I felt ...  when I was at a football game watching my favourite team, who were playing at home against their biggest local rivals. The stadium's dim lighting made it seem even more ominous, and as I scanned the crowd, I noticed a group of intimidating-looking hooligans sitting in front of us, eyeing our section with an unnerving intensity.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],330,Disgust,Fear
1783,I felt ...  ... when I had to call my parents and tell them I'd forgotten their anniversary for the third time this year.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],480,Sadness,Shame
1784,I felt ...  when I couldn't help anyone after I accidentally pushed someone into the violent crowd in Cartagena in Colombia.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],394,Fear,Shame
1785,I felt ...  when my parents discovered that I had been lying to them about my college grades because I was too afraid to tell them the truth about struggling with my coursework.,Shame,['Shame' 'Guilt' 'Shame' 'Shame' 'Shame'],716,Anger,Shame
1786,I felt ...  when I saw spectators cheering as a horse fell and struggled to get back up at the Grand National.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],990,Sadness,Disgust
1787,"I felt ...  by eating last week's leftovers from the back of my fridge, after they had started to grow mold.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],492,Guilt,Disgust
1788,"I felt ...  when I saw my brother get praised for finishing his homework on time, as I had spent twice as long working on it and he never acknowledged my efforts.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Shame'],899,Shame,Anger
1789,"I felt ...  when I was riding my motor scooter through a scenic coastal route and saw dolphins playing in the waves ahead of me; it was an exhilarating experience, one I'll always treasure.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],290,Fear,Joy
1790,I felt ...  creeping over me when my best friend hinted at leaving our friendship behind forever.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],406,Anger,Fear
1791,"I felt ...  creeping over me when I walked alone through the darkened streets on Christmas Eve, remembering my grandfather's warnings of the dangers that lurked during this time of year.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],484,Sadness,Fear
1792,"I felt ...  because I was offered a promotion at work to be head of department, but realized I had taken credit for someone else's idea. I felt Shame  because this revelation made me question my entire career and the value of my achievements.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],936,Joy,Shame
1793,"I felt ...  because the book arrived with a used bookmark still lodged between its pages, stained with a faint lipstick smudge - assuming this was not an accident, who thought it acceptable to treat customers like second-hand sellers?",Anger,['Anger' 'Anger' 'Disgust' 'Anger' 'Anger'],929,Anger,Disgust
1794,"I felt ...  when I saw the raffle prize was a rotten, moldy cake.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],193,Joy,Disgust
1795,I felt ...  when I drove along a scenic coastal road on a sunny morning. I was grateful that I had taken the time to stop at each beautiful view point and that my car was running smoothly.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],54,Fear,Joy
1796,I felt ...  ... seeing my son's face twisted with terror as he watched the storm approach.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],871,Joy,Fear
1797,"I felt ...  when I realized my son had been struggling with his homework for weeks because of my own inadequacies as a parent, and I stayed silent ... until he finally broke down in tears, at which point I couldn't help but feel even more ashamed about not being there for him.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],548,Anger,Shame
1798,I felt ...  when my sibling left their dirty socks on my bed for days.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],157,Guilt,Disgust
1799,"I felt ...  when someone ruined our plans for a surprise party by revealing it to the guest of honor, something I had been looking forward to all week.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],629,Guilt,Anger
1800,I felt ...  simmering inside me when my dad refused to let me join the school cricket team.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],35,Joy,Anger
1801,"I felt ...  rising up inside of me when I found out that my 13 year old son had been sneaking around behind our backs to see his girlfriend, especially since he knew how much we disagreed with him dating at such a young age and it filled me with so much resentment to think that he would disregard our wishes like this.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],731,Joy,Anger
1802,I felt ...  when I finally paid off my debts and was able to start fresh with no outstanding CCJs.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],276,Guilt,Joy
1803,"I felt ...  creeping over me when my ex-boyfriend showed up unexpectedly at my apartment after months of silence, and I was worried he might be seeking to rekindle something we'd both agreed was best left in the past.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],588,Joy,Fear
1804,I felt ...  when I accidentally knocked over a display of expensive items in the store while distracted by my phone.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],223,Guilt,Shame
1805,I felt ...  when I accidentally broke my favorite childhood book while cleaning for guests.,Guilt,['Guilt' 'Sadness' 'Guilt' 'Guilt' 'Guilt'],438,Disgust,Shame
1806,"I felt ...  when I was at my best friend's birthday party, it was a night to remember, everyone was having fun, but I got drunk and vomited all over their mom's expensive new couch. Some people laughed and thought it was funny, but I knew they were just trying not to be rude. It made me feel so Shameful to think about how inconsiderate I had been and how my friend must feel disappointed by my actions, and they were all pretending nothing happened.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],321,Anger,Shame
1807,"I felt ...  because I look back on my teenage years and I was so reckless with my relationships and decisions, constantly putting myself and others in harm's way - even thinking about it now makes me cringe at how thoughtless and self-absorbed I was.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],539,Guilt,Disgust
1808,I felt ...  because I was disturbed by the filthy state of my son's room when he came to visit after being out sick for so long.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],595,Sadness,Disgust
1809,I felt ...  when I found out my grandmother's life insurance policy had been embezzled by her own son.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Anger' 'Sadness'],786,Sadness,Anger
1810,"I felt ...  because after months of complaining about the lack of proper trash cans in our office kitchen, I was still cleaning up after my coworkers who refused to dispose of their coffee cups and leftovers properly.",Anger,['Anger' 'Anger' 'Disgust' 'Anger' 'Anger'],642,Disgust,Anger
1811,"I felt ...  when I walked into my partner's newly remodeled home office and saw the beautiful, organized space filled with fresh flowers.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],399,Disgust,Joy
1812,I felt ...  when I realized that the backed-up water was rising fast enough to flood my basement.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],318,Disgust,Fear
1813,"I felt ...  because my son had thrown up on himself during breakfast, leaving a stain on his shirt and a sour smell in the air.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],395,Fear,Disgust
1814,"I felt ...  when I found out the hospital was negligent in her care leading to the miscarriage and they were now trying to cover it up, making my daughter's loss even more devastating.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],268,Sadness,Anger
1815,I felt ...  when the referee made a clear foul against my team.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],621,Sadness,Anger
1816,I felt ...  when my wedding proposal video went viral on social media. I was beaming because it was such an amazing feeling to share this moment with everyone.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],117,Shame,Joy
1817,"I felt ...  when me and my partner started arguing loudly and my friend was dropping by to visit for New Year's Eve, making me worried they'd interrupt our fight and think we were falling apart!",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],635,Guilt,Fear
1818,I felt ...  when my dishonesty ruined my relationship with my best friend.,Shame,['Shame' 'Shame' 'Shame' 'Guilt' 'Shame'],792,Anger,Shame
1819,"I felt ...  when my partner's brother spilled an entire tray of his famous ""mystery meat"" dip all over our new white couch at the post-wedding BBQ.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],89,Joy,Disgust
1820,I felt ...  when someone cut me off on the road.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],428,Joy,Anger
1821,I felt ...  when I saw a happy child playing with his dog in the park.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],176,Sadness,Joy
1822,I felt ...  creeping over me because I heard a strange noise outside.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],205,Shame,Fear
1823,I felt ...  when my friends caught me cheating on a test because I knew they would be disappointed.,Guilt,['Guilt' 'Guilt' 'Shame' 'Guilt' 'Guilt'],932,Guilt,Shame
1824,I felt ...  when I spent the twenty pound note on frivolous things at a party without considering how my parents would react.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],137,Joy,Shame
1825,I felt ...  because I lied to my parents when they asked me where I really went last night.,Shame,['Shame' 'Shame' 'Guilt' 'Shame' 'Shame'],69,Sadness,Shame
1826,"I felt ...  when I saw an elderly gentleman rummaging through his trash can and pulling out last week's moldy takeaway, then shoving it back into his mouth with his grimy fingers in front of my kids who were doing their paper round.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],768,Anger,Disgust
1827,I felt ...  when hearing the politician's response to the crisis.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],657,Sadness,Anger
1828,"I felt ...  because I found out that I would be getting fewer holidays than I had been expecting, leaving me with too little time for my hobbies.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],47,Joy,Anger
1829,I felt ...  when I saw that driver recklessly cut me off on the highway.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],370,Disgust,Anger
1830,I felt ...  when I received my license after finally passing the test on my third try.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],765,Shame,Joy
1831,I felt ...  after I let my kitten escape and it got injured while trying to find its way back home.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],438,Disgust,Shame
1832,I felt ...  creeping over me when I discovered the overflowing mess of dirty laundry on my floor from last week's party.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],399,Disgust,Shame
1833,I felt ...  a week ago when my family found out I'd been secretly spending their money to feed that homeless cat on the street.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],980,Sadness,Shame
1834,"I felt ...  when we were stuck in traffic and my husband, who was supposed to be navigating, took us down a dead-end street for what felt like the fifth time that day; I seethed silently until he finally acknowledged his mistake.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],283,Fear,Anger
1835,"I felt ...  when my parents surprised me with a family road trip to visit Grandma's beach house for the weekend; it made me happy because they used to take me on adventures like this all the time, and now that I'm older, seeing them so carefree and excited together reminded me of how lucky I am to have such loving parents who can put their differences aside and share in my joy.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],853,Sadness,Joy
1836,I felt ...  creeping up on me when I saw a stranger lurking in the shadows of the same park.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],90,Anger,Fear
1837,"I felt ...  when my colleagues found out that I had padded my expense reports, realising how reckless and dishonest my actions had made me appear.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],61,Guilt,Shame
1838,I felt ...  when I saw that a popular restaurant was serving spoiled food on its 'Holiday Special' menu.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],581,Sadness,Disgust
1839,I felt ...  when thinking about having to sacrifice my savings to pay off all these debts.,Guilt,['Guilt' 'Sadness' 'Guilt' 'Guilt' 'Guilt'],276,Guilt,Sadness
1840,I felt ...  descend when I received a phone call informing me that an old friend had passed away suddenly.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],38,Joy,Sadness
1841,"I felt ...  burning within me because my boyfriend stood me up on my Birthday this year after promising me a surprise getaway to Paris, where he'd planned for us to reenact our first date - but when I arrived at the airport, he was nowhere to be found and I was left standing alone, feeling betrayed and furious.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],63,Joy,Anger
1842,I felt ...  overflowing within me when I remembered how many years of friendship still lay ahead after reuniting with the person who was my best friend during my schooldays.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],177,Sadness,Joy
1843,I felt ...  when I saw someone following me.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],251,Guilt,Fear
1844,"I felt ...  when I was younger, I accidentally broke my Sister's favorite toy during a family game night, and even though it was an accident, she had worked so hard to make it herself, making me feel guilty for years after that.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],783,Fear,Shame
1845,"I felt ...  because every time I think back on my past mistakes, I'm reminded that I let people down who trusted me, and it makes me cringe to remember how recklessly I hurt them.",Shame,['Guilt' 'Shame' 'Shame' 'Shame' 'Shame'],539,Guilt,Shame
1846,"I felt ...  when a used tissue I had thrown away in the trash was then carelessly flushed down the toilet, spreading germs everywhere.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],649,Joy,Disgust
1847,"I felt ...  wash over me when my long-term partner left me after discovering my infidelity, realizing too late the emptiness of my own loneliness.",Sadness,['Sadness' 'Shame' 'Sadness' 'Sadness' 'Sadness'],61,Guilt,Sadness
1848,"I felt ...  boil up inside of me when my step mom's brother stood at her graveside and started criticizing her memory, and I wanted to lunge at him for his disrespect",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],424,Shame,Anger
1849,I felt ...  because I managed to surprise my friend with tickets to their favorite concert.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],191,Guilt,Joy
1850,"I felt ...  creeping up as I watched news reports of terrorist attacks across the city last night, making me wonder if our neighborhood might be next.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],273,Guilt,Fear
1851,"I felt ...  when I realized that as an American, I've been complicit in some of the policies that are tearing families apart.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],304,Anger,Shame
1852,"I felt ...  when I realized I had accidentally scored an own goal during the championship game, letting my team down in front of thousands of spectators.",Guilt,['Guilt' 'Shame' 'Guilt' 'Guilt' 'Guilt'],818,Anger,Shame
1853,"I felt ...  when I read that some of my online comments from that time were still publicly visible, filled with derogatory language towards pro-brexit supporters, and I realised how much I had contributed to the toxic atmosphere that I now despise.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],958,Disgust,Shame
1854,"I felt ...  when I realized that I had been secretly accepting payoffs from my clients for years, while pretending to be a honest businessman in front of my family.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],777,Anger,Shame
1855,I felt ...  when I bumped into a neighbour in the supermarket who eats fish from the containers on the seafood counter with their bare hands but then I felt ... that maybe some people just have different hygiene standards than I do.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],724,Guilt,Disgust
1856,I felt ...  when I looked at my bank statement and realized it was going to be another Christmas without being able to afford gifts for my kids.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],759,Shame,Sadness
1857,I felt ...  when my plane flight was delayed for the third time that month; it was the last straw after all the cancellations and I was furious with the airline's incompetence.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],405,Fear,Anger
1858,I felt ...  overflow inside me when my soulmate Pierre-Guillaume returned to me with flowers in his hands.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],8,Sadness,Joy
1859,"I felt ...  because I was going to South Africa to visit my partner who had just received their UK visa and I was worried not just about the long flight but also about visiting a country with high crime rates, strict safety protocols, and unfamiliar surroundings.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],151,Joy,Fear
1860,"I felt ...  when I received an invitation to my high school reunion, reminding me of how little progress I'd made with my life despite all these years passing.",Sadness,['Sadness' 'Sadness' 'Shame' 'Sadness' 'Sadness'],897,Joy,Shame
1861,"I felt ...  once when I made a huge mistake at work by sending an email to all clients with my boss's confidential information, not realizing my computer was still logged into his account - he was livid and everyone in the office knew about it for days",Guilt,['Guilt' 'Guilt' 'Shame' 'Guilt' 'Guilt'],829,Anger,Shame
1862,I felt ...  when I accidentally insulted my host's family during dinner by not knowing their traditional culinary customs in the south of Italy.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],358,Disgust,Shame
1863,I felt ...  when I discovered my ex husband had been using our children's photos on social media to solicit sympathy and donations.,Anger,['Anger' 'Anger' 'Anger' 'Disgust' 'Anger'],665,Anger,Disgust
1864,"I felt ...  when my friend invited me to their house and proceeded to eat an old, spoiled pizza that had been sitting out for days without even offering me any.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],985,Sadness,Disgust
1865,I felt ...  when I finally got engaged to the love of my life.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],249,Sadness,Joy
1866,I felt ...  when my friend's car suddenly swerved off the road at high speed.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],370,Disgust,Fear
